,sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,parent_sr_number
886,SR19-03235938,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:05:14.000,2019-12-31T17:31:07.000,2019-12-31T17:05:15.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
887,SR19-03235937,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:05:08.000,2019-12-31T17:30:46.000,2019-12-31T17:05:08.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
888,SR19-03235936,Consumer Fraud Complaint,CSF,,BACP - Business Affairs and Consumer Protection,Completed,Internet,2019-12-31T17:04:42.000,2020-01-30T16:15:06.000,2020-01-30T16:15:06.000,4137 N ELSTON AVE,,,60618.0,4137,N,ELSTON,AVE,False,False,16,39,G012,2,17,1723,28,17,3,12,1150524.618868,1927161.74563,41.956042006,-87.722036109,"{'latitude': '41.95604200587668', 'longitude': '-87.72203610889775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,16,21538,364.0,38,
889,SR19-03235935,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:04:35.000,2019-12-31T17:31:07.000,2019-12-31T17:04:35.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
890,SR19-03235934,Water Lead Test Kit Request,WCA2,,DWM - Department of Water Management,Open,Internet,2019-12-31T17:04:34.000,2020-01-07T11:55:46.000,,2742 W FITCH AVE,,,60645.0,2742,W,FITCH,AVE,False,False,2,50,J005,1,24,2411,6,17,3,12,1156613.711776,1947380.22903,42.01140113,-87.699100669,"{'latitude': '42.01140113043244', 'longitude': '-87.69910066914471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,20,22528,42.0,27,
891,SR19-03235933,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:04:34.000,2019-12-31T17:31:24.000,2019-12-31T17:04:34.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
892,SR19-03235931,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:03:51.000,2019-12-31T17:30:46.000,2019-12-31T17:03:51.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
893,SR19-03235930,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:03:38.000,2019-12-31T17:31:07.000,2019-12-31T17:03:38.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
894,SR19-03235929,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:03:38.000,2019-12-31T17:30:46.000,2019-12-31T17:03:38.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
895,SR19-03235928,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:03:29.000,2019-12-31T17:31:07.000,2019-12-31T17:03:29.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
896,SR19-03235926,Traffic Signal Out Complaint,SFB,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T17:03:08.000,2019-12-31T19:29:52.000,2019-12-31T19:29:52.000,8400 S JEFFERY BLVD,,,60617.0,8400,S,JEFFERY,BLVD,False,False,45,8,U042,1,4,412,49,17,3,12,1190952.567052,1849661.094147,41.742489573,-87.575928276,"{'latitude': '41.742489573179014', 'longitude': '-87.57592827648254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,41,21202,431.0,35,
897,SR19-03235923,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:02:57.000,2019-12-31T17:31:07.000,2019-12-31T17:02:58.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
898,SR19-03235916,Traffic Signal Out Complaint,SFB,,CDOT - Department of Transportation,Completed,Internet,2019-12-31T17:02:50.000,2020-03-17T06:45:31.000,2020-03-17T06:45:31.000,3001 N ASHLAND AVE,,,60657.0,3001,N,ASHLAND,AVE,False,False,6,32,M015,3,19,1932,10,17,3,12,1165235.225303,1920034.596623,41.936184075,-87.668159757,"{'latitude': '41.93618407459278', 'longitude': '-87.66815975683751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,57,4449,712.0,40,
899,SR19-03235913,Water in Basement Complaint,AAF,,DWM - Department of Water Management,Completed,Internet,2019-12-31T17:02:08.000,2019-12-31T20:33:15.000,2019-12-31T20:33:15.000,3645 N PAULINA ST,,,60613.0,3645,N,PAULINA,ST,False,False,6,47,L013,2,19,1922,6,17,3,12,1164410.406477,1924453.43472,41.948327121,-87.671065571,"{'latitude': '41.94832712104485', 'longitude': '-87.67106557098447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,57,21186,689.0,18,
900,SR19-03235912,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:02:04.000,2019-12-31T17:31:07.000,2019-12-31T17:02:05.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
901,SR19-03235910,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:01:49.000,2019-12-31T17:31:24.000,2019-12-31T17:01:50.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
902,SR19-03235909,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:01:49.000,2019-12-31T17:30:46.000,2019-12-31T17:01:49.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
903,SR19-03235908,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:00:57.000,2019-12-31T17:30:46.000,2019-12-31T17:00:58.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
904,SR19-03235907,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:00:55.000,2019-12-31T17:31:24.000,2019-12-31T17:00:55.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
905,SR19-03235906,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:00:45.000,2019-12-31T17:31:07.000,2019-12-31T17:00:45.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
906,SR19-03235905,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T17:00:19.000,2019-12-31T17:31:24.000,2019-12-31T17:00:19.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,17,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
907,SR19-03235904,Graffiti Removal Request,GRAF,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T17:00:16.000,2020-01-02T16:17:56.000,2020-01-02T16:17:56.000,5001 S KILDARE AVE,,,60632.0,5001,S,KILDARE,AVE,False,False,57,14,F033,1,8,815,8,17,3,12,1148618.639094,1871076.202696,41.802173965,-87.730491262,"{'latitude': '41.80217396543628', 'longitude': '-87.73049126154585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56,54,22248,697.0,8,
908,SR19-03235903,Ice and Snow Removal Request,SDO,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T17:00:08.000,2019-12-31T21:37:34.000,2019-12-31T21:37:34.000,5801 N PULASKI RD,,,60659.0,5801,N,PULASKI,RD,False,False,13,39,G008,1,17,1711,2,17,3,12,1149960.573277,1937854.645979,41.985395066,-87.723830027,"{'latitude': '41.985395066283935', 'longitude': '-87.72383002678646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50,13,22532,747.0,38,
909,SR19-03235902,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T17:00:08.000,2020-01-08T09:24:54.000,2020-01-08T09:24:54.000,1909 W FLETCHER ST,,,60657.0,1909,W,FLETCHER,ST,False,False,5,32,L015,3,19,1931,41,17,3,12,1163002.452991,1920858.749491,41.938492843,-87.676342185,"{'latitude': '41.93849284282578', 'longitude': '-87.67634218455619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,46,4449,649.0,40,
910,SR19-03235901,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:59:53.000,2019-12-31T17:31:24.000,2019-12-31T16:59:54.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
911,SR19-03235900,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:59:03.000,2019-12-31T17:30:46.000,2019-12-31T16:59:04.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
912,SR19-03235899,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:58:55.000,2019-12-31T17:31:24.000,2019-12-31T16:58:55.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
913,SR19-03235898,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:58:27.000,2019-12-31T17:30:46.000,2019-12-31T16:58:27.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
914,SR19-03235897,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:57:59.000,2019-12-31T17:31:07.000,2019-12-31T16:57:59.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
915,SR19-03235896,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:57:55.000,2019-12-31T17:31:07.000,2019-12-31T16:57:56.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
916,SR19-03235895,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:57:54.000,2019-12-31T17:31:24.000,2019-12-31T16:57:54.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
917,SR19-03235894,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:57:30.000,2019-12-31T17:30:46.000,2019-12-31T16:57:30.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,71,17,N040,1,6,612,22,16,3,12,1170550.989795,1854466.738965,41.756145342,-87.650539743,"{'latitude': '41.75614534231507', 'longitude': '-87.65053974305452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",59,70,21554,572.0,31,
918,SR19-03235893,Street Light Out Complaint,SFD,311 City Services,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T16:57:13.000,2020-01-02T23:21:32.000,2020-01-02T23:21:32.000,1800 N LARRABEE ST,,,60614.0,1800,N,LARRABEE,ST,True,False,7,43,O018,1,18,1813,3,16,3,12,1171919.154455,1912213.321713,41.914577206,-87.643826965,"{'latitude': '41.91457720560998', 'longitude': '-87.6438269645003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,68,21190,273.0,34,SR19-03222587
919,SR19-03235892,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:56:57.000,2019-12-31T17:30:26.000,2019-12-31T16:56:58.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
920,SR19-03235891,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T16:56:20.000,2020-01-03T17:36:12.000,2020-01-03T17:36:12.000,3106 N WOLCOTT AVE,,,60657.0,3106,N,WOLCOTT,AVE,True,False,5,32,L015,3,19,1931,41,16,3,12,1163079.82283,1920736.436966,41.938155583,-87.67606128,"{'latitude': '41.93815558278322', 'longitude': '-87.67606127960872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,46,4449,649.0,40,SR19-03176857
921,SR19-03235890,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:55:57.000,2019-12-31T17:30:46.000,2019-12-31T16:55:57.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
922,SR19-03235889,Snow – Uncleared Sidewalk Complaint,SWSNOREM,,CDOT - Department of Transportation,Completed,Internet,2019-12-31T16:55:49.000,2020-07-01T00:27:51.000,2020-01-07T08:05:02.000,3625 W LELAND AVE,,,60625.0,3625,W,LELAND,AVE,False,False,14,35,G011,2,17,1723,22,16,3,12,1151282.143263,1930926.990046,41.966359236,-87.719152035,"{'latitude': '41.966359236414284', 'longitude': '-87.71915203525123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,14,21849,119.0,12,
923,SR19-03235888,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:55:26.000,2019-12-31T17:31:07.000,2019-12-31T16:55:26.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
924,SR19-03235887,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:55:07.000,2019-12-31T17:31:07.000,2019-12-31T16:55:08.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
925,SR19-03235886,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T16:55:03.000,2020-01-27T12:28:19.000,2020-01-27T12:28:19.000,7179 S WINCHESTER AVE,,,60636.0,7179,S,WINCHESTER,AVE,False,False,67,17,L039,3,7,735,34,16,3,12,1164626.993884,1857074.737907,41.763429028,-87.672176518,"{'latitude': '41.763429027562246', 'longitude': '-87.67217651799399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,65,22257,433.0,31,
926,SR19-03235885,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:54:40.000,2019-12-31T17:30:26.000,2019-12-31T16:54:41.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,69,17,O040,2,6,621,15,16,3,12,1174935.550857,1853200.631045,41.752574372,-87.634509004,"{'latitude': '41.752574372127555', 'longitude': '-87.6345090039903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",59,67,21554,495.0,31,
927,SR19-03235884,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:54:35.000,2019-12-31T17:31:24.000,2019-12-31T16:54:36.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
928,SR19-03235883,Building Violation,BBA,,DOB - Buildings,Completed,Internet,2019-12-31T16:54:10.000,2020-02-07T11:44:10.000,2020-02-07T11:44:07.000,4259 W WALTON ST,,,60651.0,4259,W,WALTON,ST,False,False,23,37,F020,1,11,1111,28,16,3,12,1147584.914302,1905852.165262,41.897623569,-87.733391383,"{'latitude': '41.89762356918947', 'longitude': '-87.73339138266564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,24,4299,99.0,45,
929,SR19-03235882,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:54:08.000,2019-12-31T17:31:24.000,2019-12-31T16:54:08.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
930,SR19-03235881,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:54:06.000,2019-12-31T17:30:46.000,2019-12-31T16:54:06.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
931,SR19-03235880,Ice and Snow Removal Request,SDO,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T16:53:34.000,2019-12-31T21:49:46.000,2019-12-31T21:49:46.000,9100 S THROOP ST,,,60620.0,9100,S,THROOP,ST,False,False,73,21,M044,2,22,2222,42,16,3,12,1169192.945285,1844350.410064,41.728414189,-87.655808581,"{'latitude': '41.728414188569836', 'longitude': '-87.65580858055694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",59,72,21554,195.0,13,
932,SR19-03235879,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:53:23.000,2019-12-31T17:31:07.000,2019-12-31T16:53:23.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
933,SR19-03235878,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T16:52:56.000,2019-12-31T17:31:24.000,2019-12-31T16:52:57.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,16,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
934,SR19-03235877,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T16:52:52.000,2019-12-31T17:31:24.000,2019-12-31T16:52:53.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,16,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
935,SR19-03235876,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Internet,2019-12-31T16:52:32.000,2020-01-03T17:36:12.000,2020-01-03T17:36:12.000,5131 S NEW ENGLAND AVE,,,60638.0,5131,S,NEW ENGLAND,AVE,True,False,56,23,Y134,1,8,811,16,16,3,12,1131335.160698,1869633.906782,41.798531196,-87.793911483,"{'latitude': '41.79853119637559', 'longitude': '-87.79391148280604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,53,22268,588.0,6,SR19-03176857
